,Title,Generation
630,2 killed in massive pileup involving more than 200 cars near Montreal,"['2 killed in massive pileup involving more than 200 cars near Montreal\'s Highway du Nord.\n\nThe crash happened just after 9 p.m. ET near the intersection of Highway du Nord and Highway du Parc, according to the National Transportation Safety Board.\n\nThe crash killed four people and injured more than 100 others.\n\nWitnesses reported seeing a vehicle plow into a group of pedestrians, a fire truck, a bus and a police car.\n\n""It was just a horrible scene,"" said Daniel Leblanc, a local resident who was at the scene. ""There were cars everywhere, lots of cars.""\n\nThe impact tore through the front of a bus, a fire truck and the police car.\n\n""We saw a lot of police cars and ambulances and ambulances. There were lots of people in the street,"" said Leblanc.\n\n""I heard a bang, and I looked up and I saw a bus full of people that had crashed into a lot of cars,"" said Leblanc.\n\n""The bus was completely destroyed. It was just a big mess,"" said a witness who gave his name only as Jean.\n\nThe bus was the only vehicle on the road when the crash happened, said Leblanc.\n\n""It was a terrible scene,"" he said.\n\n""There were a lot of people on the road and people were injured,"" said Leblanc. ""It was a very, very scary scene.""\n\nLeblanc said the driver of the bus was in shock.\n\n""He was really in shock. He was so shaken up,"" said Leblanc.\n\nThe driver of the bus was taken to hospital with serious injuries, said Leblanc.\n\nThe bus driver was rushed to hospital after the crash.\n\nPolice said the driver of the bus was in shock.\n\n""He was in shock. He was so shaken up. He was so shaken up,"" said Leblanc.\n\n""It was a very, very scary scene,"" said Leblanc.\n\nPolice are investigating the cause of the crash.\n\nThe highway has reopened.\n\nOne person was killed and four injured in a pileup that occurred just after 9 p.m. ET in Montreal. (CBC)\n\nOne person was killed and four injured in a pileup that occurred just after 9 p.m. ET in Montreal.\n\n""We are looking at the possibility of an accident']"
631,Murder of 7-year-old girl in Mexico fuels anger and protests over brutal killings,"['Murder of 7-year-old girl in Mexico fuels anger and protests over brutal killings of drug gang members\n\nA 7-year-old girl was shot to death in Mexico on Saturday as she played in the street, sparking anger and protests over the killing of drug gang members.\n\nThe killing of Maria Teresa Mora, the daughter of the president of the city of Oaxaca, sparked protests by people who accused local officials of not doing enough to protect the girl.\n\nThe girl was shot in the head in the city\'s La Paz neighbourhood on Saturday evening, according to local media.\n\n""We have no information about a motive, but there have been reports that she was playing in the street when someone opened fire,"" said city mayor Javier Duarte.\n\nThe police chief of La Paz, Rodrigo Sanchez, told reporters that the girl was shot in the head and was taken to a hospital.\n\n""We have not seen any evidence that suggests she was playing in the street,"" he said.\n\nThe shooting of the girl comes a day after the president of the neighbouring state of Guerrero, Angel Aguirre, was killed in a shootout with police in the northern state of Michoacan.\n\nThe incident is the latest in a series of brutal killings of drug gang members, many of whom are shot in the head.\n\nThe police chief of La Paz said that police had been called to a house in the neighbourhood to investigate reports of a man with a gun.\n\n""We arrived at the scene, and the man was shot in the head,"" he said.\n\nHe said that the man was in his 20s, and had a gun with him.\n\nThe police chief said that the woman who shot the girl was arrested but did not identify her.\n\nIn the city of Oaxaca, the police chief said that the girl\'s mother had told police that she had been in the house when the shooting took place.\n\nThe police chief said that the girl\'s mother told police that she had been in the house when the shooting took place.\n\nOaxaca, in the central state of Michoacan, is the home of the country\'s most powerful drug gang, the Zetas, and the killing of Aguirre could be seen as a sign of how the drug war is spiralling out of control.\n\nAguirre was a member of a powerful crime family whose members have been implicated in numerous killings, including the disappearance of 43 students']"
632,Source: Trump is concerned about coming into contact with people infected with coronavirus,"['Source: Trump is concerned about coming into contact with people infected with coronavirus.\n\n""This is a very big problem,"" he said. ""If you have a virus, you don\'t want to be in close contact with it. That\'s why we have to be very careful about people coming in from other countries and spreading it. We have to be very careful about the people coming into the country from the Middle East and Africa. We have to be very careful.""\n\nThe U.S. Centers for Disease Control and Prevention has warned travelers to be on the lookout for the disease.\n\n""Cases of Ebola virus disease have been reported in a number of countries around the world. Although cases have been reported in the U.S., CDC is not aware of any confirmed cases of Ebola virus disease in the United States. CDC is working closely with the CDC\'s National Emerging Infectious Diseases Task Force to monitor the situation and make sure all necessary precautions are taken to prevent further spread of the disease,"" the agency said in a statement.\n\nThe CDC said it is not aware of any cases of Ebola virus disease in the U.S.\n\nThe latest case in Texas is in the hospital and the patient is in stable condition.\n\n""We\'re just as concerned about the people that are coming into this country,"" Trump said.\n\nA federal judge has ordered the state of Texas to begin allowing people with Ebola into the state.\n\nTrump said the state of Texas must start letting people with Ebola into the country.\n\n""They have to start letting people in. I mean, that\'s a big deal,"" Trump said. ""I don\'t care what state you\'re in. It\'s a big deal. The people that are coming in have to be allowed to come in and they have to be allowed to stay.""\n\nThe State Department said Friday that the U.S. is ready to handle a potential Ebola case.\n\n""We are prepared to take in anyone with Ebola. We are prepared to do so, and we are ready to do so, as we have been doing for many years,"" State Department spokesman John Kirby said.\n\n""We are prepared to do so,"" Kirby said. ""We have been prepared to do so for many years.""\n\nTrump said the country is doing a good job of dealing with the situation, and it\'s going to be a big problem if the disease spreads further.\n\n""We\'re going to be dealing with a problem that is beyond anything we\'ve']"
633,Ronaldinho under investigation in Paraguay over 'fake' passports claims,"[""Ronaldinho under investigation in Paraguay over 'fake' passports claims\n\nBy Ben Powell\n\n11 July 2016\n\nBrazilian footballer Ronaldinho has been accused of using forged documents in Paraguay in order to secure a passport.\n\nThe allegations have been made in a complaint filed with the Paraguayan National Police. They are being investigated by the federal police, which is also looking into the allegations.\n\nAccording to the police complaint, which was filed on July 9, Ronaldinho was arrested in the city of Montevideo on July 7 for the alleged use of forged documents.\n\nThe police said the documents were allegedly used to obtain a passport in the name of Ronaldinho in the name of his wife, Ana Paula.\n\nThe complaint says the documents were found on the floor of Ronaldinho's house in Montevideo. It also alleges that the documents were used to obtain a passport in the name of Ronaldinho in the name of his wife, Ana Paula, in the name of his father.\n\nThe document in question was a duplicate of the Brazilian passport issued to Ronaldinho by the Paraguayan consulate.\n\nThe police complaint says that Ronaldinho was arrested at the request of the Paraguayan police.\n\nAccording to the complaint, Ronaldinho is accused of forging documents in order to obtain a passport in the name of his wife in the name of his father in the name of his mother in the name of his father's friend in the name of his father's friend in the name of his mother's friend in the name of his father's friend in the name of his mother's friend in the name of his father's friend in the name of his mother's friend in the name of his mother's friend in the name of his father's friend in the name of his mother's friend in the name of his father's friend in the name of his father's friend in the name of his mother's friend in the name of his father's friend in the name of his father's friend in the name of his father's friend in the name of his father's friend in the name of his mother's friend in the name of his father's friend in the name of his father's friend in the name of his father's friend in the name of his mother's friend in the name of his father's friend in the name of his mother's friend in the name of his father's friend in the name of his mother's friend in the name of his father's friend in the name of his father's friend in the name of""]"
635,Colorful Carnival celebrations around the globe in 2020,"['Colorful Carnival celebrations around the globe in 2020.\n\nTo celebrate the first anniversary of the 2017 World Cup, FIFA has announced the launch of a new global celebration of the event.\n\nThe \'FIFA World Cup 2020\' will take place in the city of São Paulo on November 11, 2020.\n\nThe event will be broadcast live on ESPN and Facebook, with the official hashtag #FIFAWorldCup2020.\n\nThe celebrations will also take place in Zurich, Amsterdam, New York and Barcelona.\n\n""FIFA World Cup 2020 is a game-changer for football, because it gives the world the chance to experience the most powerful sporting event of the year, the most successful in its history,"" said FIFA President Gianni Infantino.\n\n""The World Cup is the ultimate global event, and this celebration is a chance to unite the world around this unique event.\n\n""I want to thank the sponsors who have made this possible, including Coca-Cola, Vodafone, Coca-Cola Brasil, Coca-Cola Enterprises, Fiat, Fiat Chrysler Automobiles, Ford Motor Company, Hyundai Motor, Hyundai Motor America, Hyundai Motor America, Toyota Motor Corporation, Visa, Hyundai Motor America, and the sponsors who are a part of the official broadcast partners.""\n\nThe event will take place at the Arena Corinthians in São Paulo, with an estimated audience of 70 million people expected to watch the final.\n\nTickets are available at FIFA.com/tickets.<|endoftext|>A former CIA officer who was fired after he was caught trying to recruit prostitutes for the Central Intelligence Agency said Thursday that he has no regrets about his actions.\n\nIn an interview with Fox News\' Neil Cavuto, retired Navy Rear Admiral Robert Harward said he has no regrets about his actions during a period in which the CIA was secretly running a prostitution ring.\n\n""I don\'t have any regrets about the actions I took in my career,"" Harward said. ""I\'m proud of the work I did in the military. I\'m proud of the work I did in the CIA.\n\n""I\'m proud of the work I did in the intelligence community. I\'m proud of the work I did in the Navy,"" he continued. ""I\'m proud of the work I did in the intelligence community.""\n\nHarward, who was fired in January, said he did not give the prostitutes a choice in whether to work for the CIA, as he was told by his superiors']"
638,Uganda restricts travel from 16 countries including UK and US because of coronavirus,"['Uganda restricts travel from 16 countries including UK and US because of coronavirus.\n\nNigeria has banned flights to the UK and the US, while Senegal has suspended flights to the UK.\n\nThe World Health Organisation says more than 900 people have died in the worst outbreak of the virus in history.\n\nThe UK has been advised not to travel to Nigeria, and a number of US cities have been placed on an alert status.\n\nThe virus is carried by the same type of bird as West Nile virus, but is not as dangerous.\n\n\'Key to success\'\n\nThe WHO has said the virus has been ""extremely well controlled"" in Nigeria.\n\nIt has not confirmed the cause of the outbreak, which began in the central region of the country in December 2013.\n\nBut health officials say the virus has been ""extremely well controlled"" in the north and northeast of the country.\n\nThe virus is not as deadly as West Nile, but it is still highly contagious and can be transmitted through mosquitoes.\n\nImage copyright AFP Image caption The outbreak is spreading rapidly across Nigeria\n\nIt is not yet known what strain of the virus the virus is in, but the WHO says the virus is a strain of the SARS virus, which is still circulating in humans.\n\nThe virus is not found in animals and is not transmitted through the air.\n\nThe virus is spread by mosquitoes, and a number of countries in Africa are reporting a surge in cases of the disease.\n\nNigeria is the main source of the virus, and it has also been reported in Senegal and the Central African Republic.\n\nHealth officials have also confirmed a new case of the disease in the United States.\n\nThe CDC said on Monday it had received reports of an illness associated with a traveler who returned from Nigeria.\n\nIt has not yet been confirmed if the patient is a visitor or a resident of the United States.\n\n\'Possible exposure\'\n\nThe CDC says that the man is currently in isolation and has not been connected to any other cases of the virus.\n\nThe UK\'s Ministry of Health said on Monday that it was ""aware of reports of a case of the West Nile virus in the UK"".\n\nThe ministry added: ""The patient was not a UK resident and is not suspected of having travelled to Nigeria.""\n\nThe US Centers for Disease Control and Prevention (CDC) has also said that it is ""aware of reports of a case of the West Nile virus']"
639,Rare white giraffes killed by poachers at Kenyan wildlife sanctuary,"['Rare white giraffes killed by poachers at Kenyan wildlife sanctuary in 2016\n\nThe number of white giraffes killed by poachers at Kenya\'s famed Nairobi National Park has reached 537 this year, according to a new report from conservation group Born Free.\n\nThe study, published in the journal Conservation Letters, says that the 537 giraffes killed this year is the highest since the park opened in 1998. The total number of giraffes killed in 2016 is also the highest since the park opened in 1998, when it had around 700 giraffes.\n\nThe report says that the number of giraffes killed in 2016 was not the highest since the park opened in 1998, because many of the giraffes that were killed were not killed by poachers.\n\n""The number of giraffes killed by poachers in 2016 is not the highest since the park opened in 1998,"" said Born Free\'s chief executive, Andrew Collier.\n\n""The true number of giraffes killed is probably much higher, as the park has a poor record of reporting. The park has also had a large number of giraffes killed by poachers over the years, but the number is not reported,"" he added.\n\nThe report says that the majority of the 537 giraffes killed in 2016 were killed by poachers.\n\n""While poachers were responsible for the majority of the 537 giraffes killed in 2016, the lion populations were still impacted by a number of factors, including habitat loss and increasing predation by lions and other predators,"" the report says.\n\nThe report says that there are now fewer than 50 lions left in the park, a decrease from the peak of more than 200 lions in 2000.\n\n""The lions have been removed from the park as part of the conservation measures undertaken to reduce poaching in the area, but there is still a risk of lions being reintroduced into the park, as part of the African Lion Conservation Plan,"" the report says.\n\nThe report says that a high percentage of the 537 giraffes killed were male, and that the highest proportion of giraffes killed by poachers were in the northern part of the park.\n\n""The northern part of the park is particularly vulnerable to poaching, as it is the most vulnerable part of the park to poaching,"" the report says.\n\nThe report says that there are currently no plans to reintroduce the lions into the park, as the number of lions in']"
640,Jubilation as Congo discharges last Ebola patient,"['Jubilation as Congo discharges last Ebola patient\n\n(ANSAmed) - DRC, MAR 10 - The Democratic Republic of Congo (DRC) on Monday declared that a last Ebola patient had been discharged from its public health centre, after a series of public health workers were infected by the disease.\n\n""The last Ebola patient has been discharged from the public health centre. He was an Ebola survivor, who had recovered from Ebola,"" the minister of health, Moses Kambale, told AFP.\n\n""The health centre will be closed for the next 24 hours.""\n\nEbola has killed more than 11,000 people in West Africa, mostly in Liberia and Sierra Leone.\n\nThe current outbreak has claimed at least 1,716 lives, including at least 656 in Liberia, according to the World Health Organisation.\n\nThe outbreak has been blamed for the deaths of at least 1,500 people in Sierra Leone and Liberia, and the deaths of at least 1,200 in Guinea.<|endoftext|>Product Description\n\nThis is a comprehensive manual for the XM-L2, a high-speed, low-noise, full-featured, two-channel multi-channel audio interface with an ultra-low noise power supply. It features the full-featured XLR and TRS inputs, as well as a stereo RCA output, plus a two-band equalizer, two-channel processing, a digital to analog converter, a mixer, and a dedicated headphone output.\n\nThe XM-L2 is also capable of a full-featured multi-channel output, and provides a convenient two-channel audio interface for connecting external microphones, such as those found in microphones, recorders, and headphones. It features a high-quality, shielded, all-metal chassis and a rugged ruggedized chassis, with a built-in power supply, and a rubberized coating.\n\nThe XM-L2 is a high-quality, low-noise, full-featured audio interface for audio recording, editing and mixing. The XM-L2 features a built-in power supply, and is designed for use with a USB 2.0 or 3.0 external power supply. The XM-L2 also features a two-channel processing circuit, two-channel processing, a stereo equalizer, two-channel processing, a digital to analog converter, a mixer, and a dedicated headphone output. The XM-L2 is']"
641,One dead in suicide bomb attack near US embassy in Tunisia,"['One dead in suicide bomb attack near US embassy in Tunisia\n\nThe attack came as the US president, Barack Obama, visited Tunisia\'s presidential palace to pay his respects to the victims of the attack.\n\nThe US embassy has been closed and the consulate in Sousse is also closed.\n\nUS ambassador to Tunisia, Mark Stevens, was killed in the attack.\n\nThe head of Tunisia\'s national intelligence service, Mohamed Brahmi, said the bomber had been identified and was in custody.\n\n""The suspect has been identified as a Tunisian citizen. He is being interrogated. We are not revealing his identity,"" Brahmi said.\n\nHe added that the security services were investigating ""a possible terror network"".\n\nThe US State Department confirmed that a US citizen was among the dead, but did not name him.\n\nTunisia has been on high alert since last month\'s deadly attack on the US consulate in Benghazi, Libya.\n\nMr Obama said the US would ""do everything"" to help Tunisia and the United States find the perpetrators of the attack.\n\n""Our thoughts and prayers are with the people of Tunisia, their families, and their friends,"" he said.\n\nThe US is ""deeply concerned"" about the attack, the White House said in a statement.\n\n""We continue to work with the Tunisian authorities and other partners to investigate the attack, and we stand ready to provide assistance as needed,"" it said.\n\n\'War on terror\'\n\nThe White House said the attack was ""an attack on Tunisia\'s democracy and freedom"".\n\n""The United States will continue to stand with our Tunisian allies in their fight against terrorism, and we will continue to work with all partners to promote democracy and human rights in Tunisia.""\n\nMr Obama has repeatedly spoken out against the Islamic State group, which has declared a ""caliphate"" straddling Iraq and Syria and has seized swathes of territory in Iraq and Syria.\n\nImage copyright AFP Image caption The US embassy in Tunis has been closed and the consulate in Sousse is also closed\n\nUS Secretary of State John Kerry has called for a swift investigation into the attack.\n\n""We stand united with our Tunisian allies in the fight against terrorism,"" he said.\n\n""We stand together with the Tunisian people in their fight against this evil.""\n\nHe said the US was supporting Tunisia\'s efforts to combat the Islamic State group, and ""will continue to do so until they']"
642,Nigeria says it is ready and more than capable of dealing with coronavirus,"['Nigeria says it is ready and more than capable of dealing with coronavirus outbreaks.\n\n""We have identified and confirmed the presence of the virus in a number of states in Nigeria,"" the country\'s National Ebola Response Centre said in a statement. ""We are conducting a comprehensive review of the health systems of each of these states to ensure that they are in a position to manage the outbreak.""\n\nThe centre said that the virus has been found in the country\'s capital, Abuja, and the eastern state of Kaduna.\n\nThe virus is similar to the one that killed more than 3,000 people in the United States in the worst outbreak in modern times.\n\nNigeria\'s health ministry said that no deaths have been reported in the country since the start of the outbreak on May 10.\n\nThe centre said that the number of confirmed cases has risen to 1,415, with 1,017 deaths.\n\nThe centre said that the death toll will be updated as more cases are reported.\n\n""It is imperative that all health systems in Nigeria are fully operational to support the fight against Ebola,"" the centre said.\n\nEbola is a hemorrhagic fever that spreads through contact with bodily fluids, and kills up to 90 per cent of those infected.\n\nNigeria is not the first country to be affected by the virus.\n\nIn March, Guinea\'s health minister said that the virus had infected about 1,000 people in the country.\n\nThe virus has been spread through contact with contaminated surfaces, such as needles, blood and faeces.<|endoftext|>I love the fact that the majority of the male population has been brainwashed by feminism and feminism\'s various ""women\'s issues"" and this is all part of the greater plan for the global takeover of the world.\n\nThe idea of women taking over the world is something that has been around for years and years and the fact that we are seeing it play out in real time in the United States and other countries shows that the plan is working.\n\nI mean, the first few decades of feminism were all about women taking over the world and if you look at what is happening now, you can see that the women\'s movement is coming to a head and it is not going to stop until the world is feminized.\n\nThe fact that it is working so well for women to take over the world and take over the economy and take over the world means that it is working so well for women to take over the world and take']"
643,Lesotho Prime Minister in surprise court appearance as lawyers seek immunity,"[""Lesotho Prime Minister in surprise court appearance as lawyers seek immunity for him and his family\n\nMauritius Prime Minister has refused to appear in court in his own country and asked for immunity for his family\n\nThe lawyer for the Malawi prime minister has told a court that he and his family have been left 'fragile and vulnerable' by the delay in his appearance\n\nThe attorney general for the Malawi government has asked for immunity from prosecution for his wife and three children, who are accused of abusing a woman in the country's high-security prisons.\n\nNathaniel Kalu on Friday told a court in the capital, Blantyre, that the delays in his client's appearance had left his family 'fragile and vulnerable'.\n\nHe said the lawyer general had been asked to withdraw his client and his family from court and that the matter was being handled by the High Court.\n\n'I am trying to protect my family, who are vulnerable, and I am trying to protect my client, who is a very important person,' Kalu told the court.\n\n'I am trying to protect the nation, which is very vulnerable.'\n\nKalu told the court that the attorney general had not provided him with any information about the attorney general's intention to withdraw the client and his family from the court.\n\nKalu also said that he had not been able to secure an appointment with the attorney general, and that the attorney general had not provided him with any information about his intention to withdraw the client and his family from the court.\n\n'I have been asked to withdraw my client, and the attorney general has been asked to withdraw his client,' Kalu said.\n\n'I am trying to protect my family, who are vulnerable, and I am trying to protect my client, who is a very important person.'\n\n'I am trying to protect the nation, which is very vulnerable.'\n\nKalu said he had contacted the attorney general about the matter.\n\n'I have been very frustrated and frustrated and frustrated,' Kalu said.\n\n'I have asked for a fair hearing, and I have not received it.'\n\nThe attorney general has asked the High Court to issue an order that the court will be available to hear the case at any time.\n\nThe attorney general said that he was not sure when the matter would be heard.\n\n'I have asked the High Court to be available to hear this matter at any time,'""]"
644,Dutch government returns stolen 18th-century 'precious crown' to Ethiopia,"[""Dutch government returns stolen 18th-century 'precious crown' to Ethiopia\n\nhttp://www.npr.org/sections/thetwo-way/2016/01/16/540925783/berlin-returns-stolen-18th-century-precious-crown-to-ethiopia\n\nEthiopian Minister: 'The Vatican had no legal right to take the crown'\n\nhttp://www.abc.net.au/news/2016-01-16/ethiopian-ministry-vatican-had-no-legal-right-to-take-crown/7163795\n\n'The Vatican has lost its right to take the crown'\n\nhttp://www.abc.net.au/news/2016-01-16/the-vatican-has-lost-its-right-to-take-crown/7163793\n\n'The Vatican has lost its right to take the crown'\n\nhttp://www.abc.net.au/news/2016-01-16/the-vatican-has-lost-its-right-to-take-crown/7163793\n\n'The Vatican has lost its right to take the crown'\n\nhttp://www.abc.net.au/news/2016-01-16/the-vatican-has-lost-its-right-to-take-crown/7163793\n\n'The Vatican has lost its right to take the crown'\n\nhttp://www.abc.net.au/news/2016-01-16/the-vatican-has-lost-its-right-to-take-crown/7163793\n\n'The Vatican has lost its right to take the crown'\n\nhttp://www.abc.net.au/news/2016-01-16/the-vatican-has-lost-its-right-to-take-crown/7163793\n\n'The Vatican has lost its right to take the crown'\n\nhttp://www.abc.net.au/news/2016-01-16/the-vatican-has-lost-its-right-to-take-crown/7163793\n\n'The Vatican has lost its right to take the crown'\n\nhttp://www.abc.net.au/news/2016-""]"
645,Here are the African countries with confirmed coronavirus cases,"['Here are the African countries with confirmed coronavirus cases:\n\nCountry Country Cases Deaths Guinea Guinea-Bissau 8,300 5,400 Liberia 4,100 2,300 Sierra Leone 4,400 2,400 Nigeria 4,000 2,300 Senegal 4,100 2,100 Senegal (Kano) 4,000 2,300 Gabon 4,000 2,300 Algeria 4,000 2,300 Ghana 4,000 2,300 Libya 3,500 1,500 Mali 3,000 1,500 Gambia 3,000 1,500 Mali (Benin) 3,000 1,500 Ghana 3,000 1,500\n\nThe World Health Organization (WHO) has reported a total of 53 cases of EVD in Guinea, Liberia, Sierra Leone and Nigeria. In Guinea, 9 people have died, while in Liberia, 6 people have died and in Sierra Leone, 2 people have died.\n\nThere are currently 2,427 confirmed cases in Guinea, Liberia, Sierra Leone and Nigeria.\n\nThe latest WHO update for Guinea, Liberia, and Sierra Leone is:\n\nWHO has reported 2,427 confirmed cases of EVD in Guinea, Liberia, and Sierra Leone.\n\nThe latest WHO update for Nigeria is:\n\nWHO has reported 2,427 confirmed cases of EVD in Nigeria.\n\nThe latest WHO update for Senegal is:\n\nWHO has reported 2,427 confirmed cases of EVD in Senegal.\n\nThe latest WHO update for Gabon is:\n\nWHO has reported 2,427 confirmed cases of EVD in Gabon.\n\nThe latest WHO update for Mali is:\n\nWHO has reported 2,427 confirmed cases of EVD in Mali.\n\nThe latest WHO update for Senegal is:\n\nWHO has reported 2,427 confirmed cases of EVD in Senegal.\n\nThe latest WHO update for Nigeria is:\n\nWHO has reported 2,427 confirmed cases of EVD in Nigeria.\n\nThe latest WHO update for the Democratic Republic of Congo is:\n\nWHO has reported 2,427 confirmed cases of EVD in the Democratic Republic of Congo.\n\nThe latest WHO update for the Republic of Congo is:\n\nWHO has reported 2,427 confirmed cases of EVD in the Republic of Congo.\n\nThe latest WHO update for South Sudan is:\n\nWHO has reported 2,427 confirmed cases of EVD in South Sudan.\n\nThe latest WHO update for Burundi is:\n\n']"
646,"African countries at severe risk if outbreaks aren't detected early, says Africa CDC head","['African countries at severe risk if outbreaks aren\'t detected early, says Africa CDC head.\n\n""We\'re really trying to make sure that this is not just a problem for Africa,"" says the WHO\'s Robyn Williams. ""We have a responsibility to prevent this from happening in the first place.""\n\nDiseases like Ebola, which can strike with little or no warning, can be extremely difficult to contain, even in countries with strict health care systems.\n\n""It is a real challenge to make sure that we are able to contain this outbreak, that we can do it in a timely fashion, and that we can do it quickly enough to prevent the outbreak from spreading,"" says WHO Deputy Director-General, Dr. Margaret Chan. ""This is something that we know is really, really important to prevent, and we\'re working to make sure that we\'re able to do that.""\n\nThe new WHO guidelines are being released after the agency received a request from the WHO African Region to revise the WHO Ebola prevention and control strategy. The request came after a new Ebola outbreak in West Africa.\n\nThe guidelines were developed following a meeting between WHO officials, WHO regional directors, the African region and the U.S. Centers for Disease Control and Prevention (CDC).\n\n""We were talking about what we do to prevent this outbreak from spreading and what we do to control it,"" says Williams. ""The regional director said that there was a need to take a look at the recommendations we had made and to look at how we can better support these countries and how we can support them in the future.""\n\nThe new WHO guidelines emphasize the need for health care workers to be trained in how to identify Ebola symptoms and when to use protective gear. They also emphasize the importance of rapid testing of all suspected cases for Ebola and the importance of early diagnosis and treatment.\n\nWilliams says the new guidelines are being released in response to a request from the WHO African Region.\n\n""We were really happy to see that the WHO African Region was interested in this,"" says Williams. ""We really wanted to make sure that we could make sure that we\'re doing everything that we can to make sure that we\'re able to contain this outbreak.""\n\nWhile the WHO guidelines are an important step forward, they are not a complete solution to the problem of Ebola.\n\n""We need to keep trying to find ways to prevent these outbreaks from occurring,"" says Williams. ""We need to continue to educate health care workers, we need to continue to train them on']"
647,Patient who 'absconded' Zimbabwe hospital tests negative for coronavirus,"['Patient who \'absconded\' Zimbabwe hospital tests negative for coronavirus\n\nZimbabwean doctors are in a state of shock after discovering that a patient who was being treated for Ebola in a hospital in the country\'s capital was infected with the virus.\n\nThe man was treated at the Nkandla General Hospital in the capital, Harare, and was given a serum to help him fight the infection, but his condition deteriorated, and he was transferred to a private hospital in the city.\n\nDoctors there took his temperature twice and determined that he had not been infected with the virus.\n\nThe hospital said the patient is currently being treated at a private facility, and the hospital is currently not admitting any new patients.\n\nThe man was flown from the capital to a private hospital in the city on Monday and is now being treated there.\n\nZimbabwean authorities said the man is being treated for the disease and is believed to be a foreigner.\n\n""We have confirmed that the patient is a foreigner, but we have not yet confirmed his nationality,"" said the hospital.\n\nThe hospital said the man is being treated for Ebola and has been given a serum to help him fight the infection.\n\nThe hospital said that the patient was being treated at a private facility, and the hospital is currently not admitting any new patients.\n\nThe hospital said the patient is being treated for Ebola and has been given a serum to help him fight the infection.\n\nThe hospital said that the patient is being treated for Ebola and has been given a serum to help him fight the infection.\n\nThe hospital said that the patient is being treated for Ebola and has been given a serum to help him fight the infection.\n\nThe hospital said that the patient is being treated for Ebola and has been given a serum to help him fight the infection.\n\nThe hospital said that the patient is being treated for Ebola and has been given a serum to help him fight the infection.\n\nThe hospital said that the patient is being treated for Ebola and has been given a serum to help him fight the infection.\n\nThe hospital said that the patient is being treated for Ebola and has been given a serum to help him fight the infection.\n\nThe hospital said that the patient is being treated for Ebola and has been given a serum to help him fight the infection.\n\nThe hospital said that the patient is being treated for Ebola and has been given a serum to help him fight the infection.\n\nThe hospital said that the']"
648,"They were sent to a shelter for safety. Instead, these women say they were sexually abused","['They were sent to a shelter for safety. Instead, these women say they were sexually abused by a man in the family.\n\n""We were in the shelter, and the man was there. He was in the middle of the night. He was making sexual comments to us, saying \'You are not my wife,\'"" said Aliza, a 20-year-old who said she was assaulted by her father.\n\n""I was so scared that I was going to run away. I was afraid for my life.""\n\nAliza said she was sexually abused by her father for a year, until she was 16.\n\n""He would make me watch pornography on my phone,"" said Aliza.\n\nAliza said her father was a drug addict, and she\'s afraid he may have abused drugs.\n\n""He would tell me that he would take me and take me to the hospital,"" said Aliza.\n\nAliza said she is worried her father will harm her.\n\n""I\'m scared that he is going to hurt me. I\'m scared that he is going to hurt my sisters.""\n\nAliza\'s father is now in jail and her mother is in jail.\n\n""We are going to go to court and we are going to ask for his release. He is going to be in jail for a long time. I don\'t want to go to jail,"" said Aliza\'s mother.\n\n""It\'s not fair that he can just walk away from this. He is a good man, he is going to be in jail for a long time. He is going to hurt his family,"" said Aliza\'s sister, who is a victim of her father\'s abuse.\n\n""I don\'t want to go to jail. I don\'t want to go to jail. I don\'t want to go to jail. I want to be with my family. I want to be with my sisters. I want to be with my family,"" said Aliza\'s sister, who is a victim of her father\'s abuse.\n\n""I just want to be with my sisters. I want to be with my family. I want to be with my family. I don\'t want to be with my father,"" said Aliza\'s sister, who is a victim of her father\'s abuse.\n\nAliza said she wants her father to be in jail for the rest of his life.\n\n""I want to know what he did to my sister. I want to know what he did to my']"
