,Title,Generation
594,"Italy announces lockdown as global coronavirus cases surpass 105,000","['Italy announces lockdown as global coronavirus cases surpass 105,000. \n "" we are going to have a huge problem on our hands! the president has ordered that all military personnel and civilians be evacuated immediately from this area for quarantine procedures only. i am also ordering every available person in any city within 100 miles of here to stay away until further notice... do you understand? "" he asks calmly while looking at each one of us individually before turning his attention back towards the screen. \n my heart is beating so fast it\'s hard not to think about what will happen next. i\'m scared shitless that there might just be some kind of disaster or something worse happening than anything else happened today. but then again, if they weren\'t evacuating people now would they even still be alive? maybe it was an accident or someone had been careless with their evacuation plans, like me. maybe they didn\'t realize how dangerous things could get. \n we\'re sitting around watching tv when suddenly there comes a loud bang and the sound of glass breaking. everyone jumps up and looks out the window to see what caused it. there\'s no sign of anyone other than the soldiers who came through earlier. \n "" oh shit! "" danica says. she runs over to where dante and finley stand by the door. "" what is wrong with them? "" \n we look outside and there are more explosions coming from inside the building. the windows shatter as debris falls down onto the street below. i can\'t believe it. \n "" let\'s go, "" uriel tells us as he grabs dante\'s hand and pulls him toward the exit. he opens the doors and we run out into the cold night air. \n chapter 13 \n "" can you feel your way? "" i ask danica as i try to guide her along. "" i know it hurts but keep walking. "" \n we make our way across town. i\'ve never seen such destruction. there must\'ve been thousands upon hundreds of buildings being destroyed as fires burn everywhere. we walk past houses filled with dead bodies, homeless men and women. we come upon a large group of humans standing near a wall. they seem confused by everything that\'s occurring. \n "" hello? "" a woman yells out as she points at us. "" help me please? "" \n i recognize that voice instantly']"
595,History's deadliest air raid happened in Tokyo during World War II and you've probably never heard of it,"['History\'s deadliest air raid happened in Tokyo during World War II and you\'ve probably never heard of it. "" \n the man\'s eyes narrowed, but he didn\'t say anything more about his name or why they were here. instead he asked a question that had been on both their minds for some time now : how much was this place worth? \n chapter twenty - two \n when they arrived at the airport, there were only three people waiting to board. one passenger, an older woman who looked like she \'d just stepped off of a runway, gave them a quick smile before turning away from him to talk animatedly with another person standing next to her. \n as soon as the plane touched down, mike took laura by surprise. "" what are we doing here? i thought you said your family would be arriving tomorrow morning? "" \n "" well... "" she stammered, looking around nervously. "" my parents have already left town today so i don\'t know if anyone else is coming until monday night. so, um.... "" \n "" wait! let me guess ; your mom told everyone? "" \n "" yeah. she doesn\'t want us all getting together. "" \n "" oh. okay. "" mike frowned and turned back toward the baggage claim area. \n "" hey, can i help you find something? "" the flight attendant called out from behind him. \n "" uh, no thanks, "" he replied. "" actually, i\'m going to go get our luggage. "" he grabbed a bag that contained several bags and headed over towards where laura stood talking quietly to someone she could see through the window. mike stopped short when he saw dylan leaning against a wall, watching him intently, his arms crossed over his chest, head cocked slightly to listen to whatever conversation they might overhear. \n "" that guy looks familiar, "" josie whispered to laura. \n "" yes. that\'s dylan randall, "" laura answered without thinking, then realized that maybe josie should not have mentioned that particular detail. "" hey, is that a new friend? "" josie nodded in response. \n "" he seems nice enough. "" \n josie shrugged. "" well, you\'re welcome to meet him. "" \n "" he hasn\'t even met me yet, "" laura protested. "" besides, he\'s too busy being jealous of the other guys to notice me. "" \n josie laughed']"
596,"They plan to march for gender equality. In Pakistan, that has caused outrage","['They plan to march for gender equality. In Pakistan, that has caused outrage and widespread violence. but the people are not as ignorant about their own rights as you might think. "" \n he paused, then continued : \n "" i am going on a wild goose chase here with this story because it is true - all of what we have heard from our sources at home and abroad. there was an incident between two pakistani women who were having sex in one of these houses near where my father worked when his wife died. she had been raped by her husband\'s girlfriend. both men tried to rape her. one man succeeded and killed himself before killing another woman. there will be no more incidents like those today ; however, many others may come out of hiding soon after and kill themselves. \n it would seem that some groups around us want to take over india and start making up new laws, which can only lead to trouble if someone else takes control. \n now let me tell you something important - people are very interested in your situation right now. don\'t worry too much. it won\'t last long. the next time somebody starts talking about how good things look, they \'ll get shot down or worse! so just keep yourself safe and try hard to stay alive until they go away. \n the first thing i need to know is whether you\'re willing to help them? \n * * ~~~ eotdelim chapter 1 \n the sun beat against claire danvers\'back as she walked through the doors into danvers international airport. despite being in a hurry, she \'d managed to avoid any major delays since arriving at work earlier than usual. she could see why jason wanted to meet with her about the upcoming meeting. \n once inside the building, she headed straight toward reception, hoping to find him already waiting for her. he must\'ve seen her coming and decided to wait outside while she talked to mr. harrison. she didn\'t bother trying to hide her disappointment when she saw jason standing behind a desk. he looked completely relaxed and happy as she approached. he smiled widely as she reached him and said hello. \n "" hi jason, glad to hear that you made it safely today. i\'m sorry i missed lunch yesterday. i thought maybe you would still be working. "" \n "" oh yeah, i told you that i always make sure everyone knows']"
597,March 7 coronavirus news,"['March 7 coronavirus news. \n the story was on the front page of every major newspaper in america, and it read : "" a new strain has been found that is causing massive damage to all living organisms on earth - including human life forms... we have no idea what this means or how long its effects will last. as you know, there are still many cases where humans can be killed by their own kind, but we don\'t believe they would harm us unless provoked. however, our government believes it may cause some sort of outbreak if given enough time. as far as i am concerned, these people were born with an incurable disease and therefore should die from whatever form of infection they might bring upon themselves. we hope for your safety. "" \n "" so what\'s going to happen? "" asked ryan. \n "" well, we\'re hoping that they \'ll just get tired of killing each other. then one day they won\'t bother anymore because they\'ve already had enough trouble getting along without having to kill anyone else. but, when things start happening again, we want them dead before they even begin. we also need more information about what happened at the airfield. we think that maybe someone out here knows something that could help us figure out who did this. \n "" after we find out, let me tell you what we plan to do next. first, i\'m thinking we go back home and try to make contact with my parents, but i ca nt see any way around that until tomorrow morning. hopefully, they \'ll come down with anything that works today and give us answers. if they decide that nothing happens tonight, i guess we \'d better head over to san diego. "" \n chapter 11 \n california, wednesday august 7th 2012 -- 12:15 a.m. washington d.c. \n robert richmond sat quietly staring into his coffee cup, wondering why he felt such urgency to return home. he knew he needed to talk to laura ; she seemed like her usual self lately, always eager to hear everything about him. the phone rang and startled him ; he jumped up quickly and answered the call, knowing full well it was only laura calling to check on him. \n "" hello! yes sir, sorry to wake you, but i wanted to thank you for coming back early and giving me the']"
598,Intermittent fasting and a new passion helped him lose 95 pounds,"['Intermittent fasting and a new passion helped him lose 95 pounds. \n "" i don\'t know, "" he said to his wife as they sat at the kitchen table eating their breakfast of toast with cream cheese on top. "" it\'s been so long since we\'ve had any real food in this house that my stomach is still growling like crazy. "" \n she laughed softly. "" you\'re not hungry? "" she asked. \n zayn shook his head. "" no, but i\'m starving. i haven\'t eaten anything for days now, ella. why would anyone want me when there are plenty more people around who love me and care about what happens here? besides, it doesn\'t matter if someone loves me or just wants something from me. all those things will be taken away. "" \n ella was confused by her husband\'s statement but didn\'t press him further. she knew better than most how difficult life could get sometimes. zayn loved his family even though he \'d never admit that out loud. it made sense to her because he \'d always wanted children but he \'d kept them hidden until he met emma. she understood that feeling. she also realized that when he found himself pregnant, he needed time alone. he might not tell her everything, but she suspected that he really cared deeply about her and he worried about protecting her. \n after two weeks of being married off to another man, ella thought she should probably give up trying to figure out zayn\'s feelings towards her. she \'d seen enough of him over the past few months and she felt sure that he was genuinely interested in her. but then again, maybe not. he seemed very protective of the baby. she wondered where he got these ideas about their relationship. she liked the idea that he had some sort of control over her future and would make certain she stayed safe. \n her mind wandered back to last night, wondering what kind of marriage proposal he planned for her. and more importantly, what were the plans behind his words? \n chapter 2 \n ella sighed heavily as she walked into work one morning, looking down at her watch. five o\'clock already! she hated mornings. she usually woke early, preferring to spend an hour before going home. but today, she was too tired to go through with the plan. she looked across the office area and']"
599,"Eat more plants and less meat to live longer and improve heart health, study suggests","['Eat more plants and less meat to live longer and improve heart health, study suggests that the growth of a new species is not necessarily beneficial. \n "" but if you are willing to take risks in order for survival, then i think it\'s time we took some risk ourselves! "" said dr. holbrook as he walked into his office with amy following behind him. \n chapter 21 - the project manager meeting \n jeff was sitting at his desk when they arrived back home. he had been working on an article about animals from 1895. he looked up when she came through the door. \n "" hi there, suzanna, how have things going? "" asked ryan. \n "" fine, thank you. what did gustav say about your trip today? "" asked amy. \n "" nothing much really ; just that my sister hasn\'t returned yet and i am worried sick. she should be here soon. "" \n "" well, let me know if anything changes. do you want something to drink before dinner tonight or after work? "" \n "" no thanks, i\'m good now. "" \n she went upstairs and changed clothes. she could see why he liked her uniform so much : it made her look like a woman who worked out regularly. \n she found susan waiting outside. \n "" hey, miss waterman, where were you this morning? "" \n "" oh, sorry, suzanna, i fell asleep early and woke up late yesterday afternoon. "" \n "" okay, let us get started, shall we? "" \n susan led them down stairs to the main floor and turned right toward their room. "" i will show you around while you wait downstairs, "" she smiled, leading them along another hallway until finally coming upon two doors. one opened onto a small lounge area. \n inside was a large table covered by white cloth, which matched the walls. amy noticed several chairs set against each wall. \n "" would anyone care to sit? "" suggested susan. \n "" yes please, "" answered amy. \n "" gustav left a few minutes ago, "" explained susan. \n "" he must have gone somewhere else, "" thought amy. \n "" perhaps he stayed away because he knew that his job would end. i doubt very many people leave town without leaving a note or phone number. "" \n "" maybe that\'s true, but i']"
600,South Africa's 'boxing grannies' juke and jab their way to healthier lives,"['South Africa\'s \'boxing grannies\' juke and jab their way to healthier lives. \n the next day, a new team of young men was formed at the university of london in 1976, but they were not as successful or well - known as the previous teams had been ; instead, there seemed to be an increasing number of players who would never have made it through college if they \'d all just gone back home for good. \n this time around, however, the chances that any one group could make it past graduation without being expelled from school proved more than slim. by 1983, most schools on both sides of the country were closed due largely to lack of funding. some universities even refused grants, which meant no scholarships were offered, only those with enough money left over to buy them out. so, while many students didn\'t want to go into politics, or work hard enough for the government\'s approval, others still wanted to join up with their friends and family in hopes of becoming part of something bigger. \n these same people were also interested in joining the football club in order to become members themselves. although their goal remained unclear, they knew the idea behind it would always remain achievable : to help build communities where families might thrive. \n * * * \n "" i don\'t know why you\'re here. what are we doing? "" asked tom, his voice muffled against the thick leather seat between him and his friend. he looked like he \'d spent hours sitting outside the bus stop waiting for someone else to come along. he \'d seen how much effort the driver put into getting the car moving again. \n "" because i\'m going to get us somewhere safe first. then, when everyone is safely inside our house, you can tell me about your meeting with mr wilson. "" \n "" oh yeah! right. sorry mate... "" said tom, rubbing his forehead as though trying to clear away thoughts of the man himself. "" anyway, i\'ve got nothing better to talk about now. "" \n "" oh really? you \'ll give me details later then eh? i ca nt wait till tomorrow night, "" replied bob, smiling widely. \n "" sure thing mate. anything else you need before i leave? "" \n "" nah, thanks, see ya soon. bye tom. "" \n the two boys sat quietly for']"
601,More than pho: 5 dishes every Hanoi visitor needs to try,"['More than pho: 5 dishes every Hanoi visitor needs to try. \n the first thing i did was check my email and see if there were any new messages from mom, but nothing had come up since she \'d left for work that morning. maybe it would be a good idea not to call her at all until we knew what happened with dad\'s death - or so i thought. \n then again, i couldn\'t really blame him ; he probably would\'ve been devastated by this news too. still... i decided to wait for his reply before going back in. \n "" hi! how are you? have your parents recovered yet? "" \n "" yes, they\'re fine thanks to our friend here who has been helping us out. you know me, always trying to help people when they do something wrong. "" \n "" well, glad to hear it because that means you \'ll get some extra time off tomorrow afternoon. if you want, just let me know. "" \n "" thank you so much, mr. thomas. i appreciate everything you\'ve done for me. "" \n "" no problem. now, about those emails of yours - can you tell me anything else that might make sense of them? like where exactly is their house located? "" \n "" oh yeah - i\'m pretty sure that\'s right around the corner from where i live. "" \n "" okay. i think i may be able to give you an address. "" \n "" great! that sounds perfect! just remember one thing - i need to talk to you soon, though. "" \n "" ok, bye! "" \n as soon as he hung up, i went into the kitchen to grab some coffee. while waiting on the phone, i found myself thinking about the fact that i never told anyone about my mother, except for about three months ago. i guess i should\'ve mentioned that before, after all these years. my father must\'ve known anyway, even though he only ever talked about her once or twice. it seemed strange, however, that someone would keep such personal information hidden from him. \n i took another sip from my mug and set it down next to mine, watching the steam rise slowly through the air. i looked over towards the window, wondering why he kept doing this to himself. why doesn\'t anybody listen to him anymore']"
602,"World's cheapest draft? Where to try bia hoi, Hanoi's 25 cent beer","['World\'s cheapest draft? Where to try bia hoi, Hanoi\'s 25 cent beer and the like. \n "" i\'m not sure that\'s a good idea. it could be dangerous for you, too... or worse, if someone else is involved in this mess with your family. "" he looked at me as though trying to gauge my reaction. \n "" what do we know about them? they\'re just kids! "" i said angrily, feeling anger rising up inside of me. "" why aren\'t there any pictures on their facebook page? did anyone ever tell you anything about who they were before? have you been spying on us all along? "" \n his eyes widened slightly but then quickly softened into concern when he saw how angry i was becoming. \n "" no, liz. nothing has happened yet - except maybe a few photos from school. i \'ll check later today. right now, let\'s get some sleep so we can start tomorrow morning. "" \n * * * \n after getting ready for bed, i lay awake thinking. how would i explain all these things to mum and dad? we \'d never had much time together since she died ; i knew her well enough by now to understand how difficult life must seem for her. but would they believe me? i thought back over our conversations on saturday night : mum asking questions about what she wanted to talk about and dad telling her about work. \n i tried to imagine myself being able to come home one day without having to worry about whether or not something bad might happen to me. even though i didn\'t want to go anywhere near those people again, i still felt guilty. what kind of person does that make me? i wondered. \n i got out of bed and went downstairs. i found my parents sitting at the table reading a newspaper while sipping coffee. i walked down the stairs slowly, wondering what to say first. \n "" hi guys, "" i greeted them both. \n mom smiled warmly. "" hello sweetie. how was your weekend? "" \n "" fine thanks, everything ok here? "" asked dad. \n i nodded. \n "" okay. well we\'ve decided to take a trip to london next week and see a film. i think the weather will help clear our heads. "" \n "" sounds great! i ca nt wait to meet the new girls']"
603,Hanoi's best boutique hotels,"['Hanoi\'s best boutique hotels, and he \'d never seen such a beautiful place. \n "" i\'m sure you \'ll enjoy it here too. but we have to get back before the sun sets, so let\'s go find something for dinner first. "" she looked at him with concern in her eyes as they walked down one of those long winding streets that ran through london. \n "" there is no way i can eat anything right now. not after this morning. "" his stomach growled loudly at the thought of food again. \n "" well then, maybe some other time? don\'t worry about me ; just try to relax. "" she smiled reassuringly, patting his arm. \n t.a. felt himself relaxing more and more as they continued walking along the street. although he was still very tired from their previous night\'s exertions, tiredness had begun to take its toll on him. he did not want any further delays or interruptions. if only he could sleep tonight instead of worrying over what tomorrow would bring. \n ---------- \n apuao grande - day 4 \n pater sat staring out across the water towards iligan island where the npa were making camp. the two bancas which had been brought up earlier had already left the barrio behind them. the remaining three groups were moving slowly into position. the last group to leave was siti and omar who both seemed exhausted by all the activity. \n rangi stood next to pater while yamada remained seated against an old tree trunk. yamasa was looking out over the sea, apparently deep in concentration. he appeared unaware that anyone else was watching him. \n siti came running around the corner carrying several bags full of clothes, including underwear. she handed each man a large bag containing clothing, shoes, socks, shirts, shorts, pants, jackets etc. \n when everyone was dressed and ready to move, siti started talking excitedly. \n "" look! look at these guys. they\'re wearing clothes, but nobody has worn them since our arrival yesterday afternoon. "" \n "" good job, "" said pater. \n "" oh my god, they are going to be rich. "" \n pater laughed. "" yes, most likely to buy us off. "" \n * * * * * * * * * * \n chapter 14']"
604,16 Japan experiences every traveler needs to enjoy,"['16 Japan experiences every traveler needs to enjoy. \n the japanese have a great deal of experience in life and are very good at what they do, but their lives consist mostly of learning how to live it all on your own terms and not rely solely upon others for guidance or advice. \n you can learn more about them by reading their books : http -- // www.amazon.com / samurai - samurai _ samurai -- book reviewer ( see appendix c ) \n * * * eotdelim chapter 1 \n "" i\'m going with him! "" she said again as soon as her mother had left her room. \n emma\'s father wasn\'t happy. he \'d been trying hard to convince his wife that there were no other options. unfortunately, since she didn\'t want any part of this marriage, she could only agree with him. she knew better than anyone else that marrying someone who would never love you back would be painful for both parties involved. \n she tried desperately to get out from under him, to escape his strong arms and smother herself into submission so she could start over somewhere new where nothing bad ever happened. he always seemed able to make things worse if he simply let go of her hand when she started crying and refused to move away. that usually meant the tears came later. but now? no way! \n she stood up slowly and walked towards her bedroom door. she wanted to leave the house immediately but her parents\'words kept ringing through her mind. she hated being trapped like this and wished she could just turn around right then and run out the front doors. but that was impossible because she loved this man too much. \n as she closed the door behind her, she looked down at her hands, wishing she still wore gloves. if she had one, maybe she might feel less nervous. she hated wearing anything underneath except for work clothes and she felt silly doing something stupid while her husband went off to fight some horrible enemy. but it was either that or sit here and cry until her eyes dried up. which made sense since she \'d spent most of last night staring at those gorgeous blue eyes and wondering why she couldn\'t stop thinking about them. \n she sighed heavily as she turned around. she needed to find another job, but she had nowhere to stay. she \'d already moved onto an']"
605,Wakayama rafting: It's on logs -- and standing up!,"['Wakayama rafting: It\'s on logs -- and standing up! \n "" i\'m not going to be a part of this, "" he said. "" you\'re all too busy with your own lives. "" \n she shook her head in disbelief at his words. "" we haven\'t even started our honeymoon yet. you do realize that? "" \n he shrugged. "" well... maybe if we start now. "" \n she was still shaking her head when the doorbell rang. \n "" let\'s go get it, "" she suggested. \n they went downstairs and opened the door. there stood an older man who looked like he \'d just stepped out from behind a newspaper. \n "" hi, mr. marsh, "" rafe greeted him warmly as he took hold of his hand. "" my name is craig parker. how are things here today? "" \n craig smiled broadly. "" good morning, son. glad to see you again. what can i help you find? "" \n rafe nodded toward sara. "" would you mind getting us some coffee while we talk about this situation? "" \n "" sure thing, sir. "" craig turned back towards sara, but before he could say anything more rafe had pulled her into his arms. \n "" hey, no need for formalities. "" he kissed her cheek then put his arm around her shoulders. "" come inside, honey, "" he murmured against her ear. "" i \'ll make something hot and fresh. "" \n sara glanced over his shoulder, surprised by the warmth radiating off him. \n "" thanks, dad. "" \n "" anytime, sweetheart. "" he winked. \n sara laughed. \n rafe led them both through the house to their bedroom where he set down two mugs and several plates filled with food. "" so tell me everything. did you really think you were safe here or was there someone watching you? "" \n she sighed. "" honestly? yes, because nobody knows better than i. but i thought i knew myself pretty damn well. and since i\'ve been living alone, it seems like everyone has different expectations. "" \n "" yeah, i guess it does. "" rafe sat across from her and reached for one mug after another. \n "" anyway, i decided to take precautions. i got rid of the gun at home. "" \n rafe raised an eyebrow. ""']"
606,Tohoku: A Japan destination for all seasons,"['Tohoku: A Japan destination for all seasons. \n the only other thing that was different about this place, however - and i\'m not talking just because of its location in tokyo city center - is it\'s name was "" kakujiki. "" that meant something to me. japanese names are so often used by people who have no idea what they\'re saying or how much time has passed since their last visit here. \n but as we drove on down toward san francisco bay, i realized there weren\'t any more words coming from my mouth than those two had said at dinner earlier tonight. maybe noda did know where he \'d been sent. but why? if anything, his answer seemed even less important now. \n chapter twenty - four \n as soon as our car stopped outside the hotel room door, tam grabbed her purse off the backseat and headed up the stairs with the others. \n "" hey! you can\'t go out like that! "" she yelled back over her shoulder. "" we need some privacy. "" \n "" okay, let\'s do whatever we want. "" i followed her into the suite and shut the doors behind us. then i turned around to look through the glass wall onto an expansive balcony overlooking san jose harbor. \n tam took one step forward and looked out across the water, looking pensive. finally she spoke. \n "" i guess you\'ve figured it out already. that japanese guy who got killed today. "" \n "" yeah. "" \n "" well, it seems to be working perfectly. he does seem pretty pissed off, though, which means he \'ll probably try to get rid of me once we leave. "" \n "" he won\'t succeed. "" i shrugged. "" besides, you would never survive it anyway. "" \n "" true enough. still, what can i say? i think we should take advantage of these nice views. "" \n "" well, when we see him again, we might decide to make some serious changes. i mean, what harm could come of having breakfast together after all? "" \n "" sounds good. i really appreciate your help. "" she reached into her bag and pulled out a small silver box. "" maybe someday we will talk about that little project. right now, i feel better knowing you\'re safe. "" \n ""']"
607,Preserving Macao's bamboo tradition through sculptural works,"['Preserving Macao\'s bamboo tradition through sculptural works of art. \n the two men were sitting on a bench in front of an open - air restaurant, eating dinner and drinking wine from small bottles that had been placed before them by their waiter. they looked up as he approached ; both smiled warmly at him. "" good evening sir! i\'m sorry to interrupt you but there\'s something we need your help with... for me? it may be important! "" \n "" yes, certainly. what is so urgent? "" asked bourne, looking around the room for his wife. she was nowhere to be seen. \n "" well, this has happened several times over our years together -- "" jason broke off when he saw her standing behind the table, staring out into space. suddenly he understood : she \'d left the villa while david webb had stayed here and had gone back inside without saying goodbye or acknowledging her presence. \n "" marie? "" said conklin quietly. "" where are you going? "" \n "" oh, god, please don\'t tell anyone about us. it would upset everyone if someone found out. my husband will kill me. i have no choice now except to go home and hide until things settle down. it \'ll all come crashing down if i stay any longer than necessary. "" \n "" why did you leave, then? "" pressed alex. "" why not just call washington and let them know? "" \n "" because you\'re right. they won\'t believe anything i say. it could get ugly. "" \n "" how much worse can it become? "" cried holland. \n "" i ca nt think like that anymore, "" replied jason, shaking his head. "" i\'ve got too many questions. i want answers and i want them soon. "" \n "" who else knows about these killings? "" interrupted panov. \n "" only one person! "" exclaimed bourne. "" david webb! "" \n silence followed, broken only by the sound of the water lapping against the stone wall. the frenchman spoke first. "" he told me everything last night, including what you wanted him to do. he also gave me some information about medusa -- more specifically, about carlos the jackal himself. he mentioned a name that struck fear in me. "" \n "" he called you delta, "" whispered bourne']"
608,Preserving Macao's handmade signs in the digital age,"['Preserving Macao\'s handmade signs in the digital age. \n "" i\'m sorry, but we\'re not allowed to leave until you\'ve been processed and returned home safely, sir! "" said a guard standing by with his hand on an automatic rifle. \n "" this is my country\'s embassy - it has no jurisdiction here! "" replied carlos coldly as he looked at the man who had spoken. \n "" then what are your orders? "" asked the officer holding up his weapon. \n "" please don\'t shoot me ; just let us pass through. we have nothing more important than our own lives. "" \n "" that doesn\'t make sense, mr. ambassador. if you were under arrest for treason or murder, why did they send out men like these? "" \n "" because of their incompetence, sir. the americans will be very angry when they find out about your involvement with terrorists... now stop wasting time, and tell them where i am. "" \n "" we \'ll get him back, "" added one of the guards. \n "" there won\'t be any need for those explanations. "" \n "" then give me some information, "" ordered jason bourne, walking rapidly down the corridor toward the elevators. \n "" how many people know you exist, mr...? "" \n "" mr. jackal, "" answered the chameleon quietly. \n * * * \n "" you ca nt believe anything you hear from her, monsieur, "" insisted the young woman, sitting across from marie st jacques in the cafe du monde. \n "" she was so frightened, so hysterical. i could feel her fear all day long. she would cry whenever someone touched her, even if it meant being shot, which she never was. "" \n "" i can understand that, madame. however, you must remember that it took several days before anyone believed anything she told them. i think it may take longer still before they accept such things. "" \n "" perhaps, but i want to go to paris, to see david webb again. we talked last night, and he seems to genuinely care for me -- "" \n "" yes, well, "" interrupted the frenchman. "" i\'ve heard that too much of everything. i don\'t mean to sound harsh or impatient, but i really wish you \'d reconsider your position. the world needs you']"
609,"'Like the tart, I never change': The secret behind Macao's most famous dessert","['\'Like the tart, I never change\': The secret behind Macao\'s most famous dessert. \n "" but what about you? how are things with your new girlfriend? haven\'t seen her around lately... is she still in town or something? oh yeah - i saw a picture of her on facebook and it\'s so cute! well, that was before i met this guy who had an amazing body and he wanted to take me out for dinner one night, i\'m sure we \'ll see each other again soon. now, if there were any more questions, please do ask them, because i really need some answers from my friends right now, especially since they\'re all dying to know why i\'ve been ignoring their texts and calls! bye guys, love ya! "" \n "" hey, wait up, let us get back to our story first... okay, here goes nothing... ok, so, after i left my parents, i went home and found this note taped to the door saying,\'hi, baby girl ; sorry about last time you called but you should come over tonight at six o\'clock sharp so you can meet someone.\'when i opened the front door, i could hear two girls talking inside the house. as far as i knew, no one else lived within twenty minutes of where i live and i did not want to disturb anyone by knocking on the doors. i walked down towards the kitchen to find it empty except for myself. then, while walking through the living room, i heard voices coming from upstairs, which made me jump and turn away quickly. the sound of footsteps echoed off the walls and i immediately ran into the bathroom to lock the door. \n as usual, i felt completely scared and nervous as i stood there looking at my reflection in the mirror. i looked pale, almost translucent, even though i always look beautiful. however, my face seemed different than normal, which meant that i must be very tired. my hair appeared darker too and i noticed i had dark circles under my eyes. what am i doing here anyway? i thought. \n suddenly, i remembered that i had just finished reading the letter my father sent me last week. i took a deep breath, put my hands together behind my head, closed my eyes tight and tried to calm my heart rate. i started thinking of the words.']"
610,Preserving Macao's bamboo tradition through sculptural works,"['Preserving Macao\'s bamboo tradition through sculptural works of art. \n "" i\'m sure you \'ll find it very interesting, sir! "" said the young man in a voice that was more like an echo than any actual sound ; he had been standing by the door for some time now and his face looked as though it might crack at any moment. \n "" thank you, mr. pryce - i hope we can be friends? "" asked cameron. \n "" certainly, my dear fellow, but first let me introduce myself to our guest. this is colonel leslie montrose. she\'s from jamaica, an island on the mediterranean sea called san juan de la concordes. "" \n "" nice name, "" replied scofield quietly. \n "" what do they call us here? "" asked antonia. \n "" the matarese, "" answered bray softly back. \n "" i\'ve heard about them. they\'re pretty vicious bastards who kill people with their bare hands. "" \n "" oh, no, not just anybody. those aren\'t your average killers. "" \n "" really? why would anyone want to hurt someone so badly? "" \n "" because there were two things they wanted : money and power. and a lot of women. "" \n "" how did these men get involved? "" asked cam. \n "" apparently one of them got into trouble and came up against another man. i think it must have happened during the war. "" \n "" you mean when they killed each other off? "" \n "" yes, exactly. the second thing i learned was that the third person was probably dead by then, too. "" \n "" then why do you keep talking about him? "" \n "" it doesn\'t matter, darling boy. all that matters is that you know everything i say and understand every word. now, please sit down, both of you. "" \n "" i \'d rather stand, if you don\'t mind, "" insisted brandon scofield. \n "" i feel better after walking around outside a few minutes ago. "" \n "" well done, mr. guiderone. please take care of yourself, and remember, the only way out is over water. "" \n "" thanks again, mrs. bracket, "" whispered the american. \n "" thank you for bringing me to such wonderful company. "" \n "" i ca']"
611,The master shipbuilder keeping Macao's maritime past alive -- in miniature,"['The master shipbuilder keeping Macao\'s maritime past alive -- in miniature. \n "" that\'s a nice thought, but i don\'t think so. "" he looked at her and smiled. she was beginning to understand his game of chess. "" you\'re right about one thing : we can\'t let them get away with this. they\'ve got too much on their plate already. it would be better if there were more people involved. besides... "" \n she raised an eyebrow. "" what? "" \n "" well, for starters, we have to keep our eyes open. if someone is trying to kill us, they \'ll need every man and woman who can help him. i\'m not going back into those tunnels again without my men. "" \n * * * \n when ben arrived home from work early monday morning, the house seemed deserted as usual. as soon as he walked through the door, however, he knew something had happened. he could feel it in the air ; even though no light shone outside, he sensed that someone or some object must have been watching them. the hairs rose along his arms and neck like hackles. \n he called out quietly. "" hello! anybody here? "" \n nothing answered. then suddenly he heard footsteps coming down the stairs towards the kitchen. \n "" mum, are you up yet? "" \n she came quickly downstairs. "" yes, darling, just finishing breakfast. why didn\'t anyone answer your phone last night? "" \n ben told her everything. \n "" oh dear, "" said mrs starr. "" well, i suppose you \'d best go straight over now before it gets any later than ten o\'clock. i hope it doesn\'t take long. "" \n "" mum, please, tell dad i won\'t be late. i promise. "" \n "" all right. okay. come on upstairs and meet your new friend. "" \n ben followed his mother up the steps to the second floor landing where a large double staircase led off into darkness. "" wait here while i check that everything has gone okay, "" said mrs. starr, taking her key ring out of her handbag. after unlocking the doors leading onto the first level, she went inside. ben waited until she returned and closed each door behind him before proceeding into the living room. \n at least this time, it appeared empty']"
612,Tokyo transformed: Global sporting events put spotlight on Japan's capital,"['Tokyo transformed: Global sporting events put spotlight on Japan\'s capital, the united nations. \n "" i\'m sure you\'re aware of how much we\'ve been suffering from this war in europe and asia over the past few years? it\'s a terrible thing to lose your home country because it wasn\'t enough for us! "" \n japanese news stations were reporting that the world trade center had lost its power due to an attack by chinese submarine which had sunk one hundred million american citizens at sea during a fishing expedition into china\'s waters. in addition, there have also reported reports of nuclear weapons being released against taiwan and singapore and other countries throughout eastern russia and india as well. \n "" our people are not happy about what has happened here today, but they will do their best to help and protect america from any further attacks. if anything can be done, please let me know so that my family may get some peace with them. thank you again. "" \n chapter 2 - september 11, 2026 \n president liu ang sat quietly behind his desk as he watched cnn report the latest developments regarding the recent bombing of hiroshima and tokyo, both recently destroyed by missiles. after watching cnn for several minutes, he turned off the tv set, stood up, walked out onto the balcony overlooking san francisco bay and looked down upon the city below him. his eyes scanned across the streets and buildings of downtown los angeles before returning back towards the television screen where his wife mary waited patiently with her hands folded together in front of her. she smiled brightly when he came outside, then leaned forward and kissed him gently on the cheek. \n "" daddy... i\'m sorry.... about everything, i didn\'t mean to hurt anyone else or cause problems between you two. "" \n "" no worries sweetheart ; just remember that i love you too. now go sit with mommy while i finish talking to everyone who is going through this. "" \n mary nodded, took a seat next to her husband, and listened intently as leonard spoke. his voice sounded calm and even though he could barely speak, he seemed confident and strong. \n "" okay folks, let\'s start by getting to work. first things first. we need to make certain all military personnel and civilians remain safe until these bombs drop. this means using every resource available. this includes you,']"
